lead_id,created_date,source,community_interest,zone,property_type_interest,budget_range,nationality,lead_score,stage,response_time_hours,total_interactions,ai_assisted,assigned_agent,conversion_value_sar,last_activity_date,follow_up_scheduled
LEAD-005897,2024-12-25,Social Media,Al Ahlam,Central,Townhouse,500K-1M,Saudi,75,Qualified,60.4,1,True,Agent E,0.0,2025-12-27,True
LEAD-005898,2025-03-28,Walk-in,Al Rimal,East,Duplex,500K-1M,UAE,68,Qualified,4.4,5,False,Agent C,0.0,2025-12-19,True
LEAD-005899,2024-02-28,Website,Marafy,South,Townhouse,1M-2M,Jordanian,49,New,25.2,1,False,Agent F,0.0,2025-12-20,True
LEAD-005900,2024-08-22,Referral,Al Bayan,South,Villa,5M-10M,American,91,Proposal Sent,2.4,11,True,Agent C,0.0,2025-12-20,False
LEAD-005901,2025-09-14,Website,Al Bayan,South,Townhouse,1M-2M,Saudi,40,Site Visit,25.6,9,True,Agent C,0.0,2025-12-28,False
LEAD-005902,2024-06-11,Social Media,Al Rimal,East,Duplex,2M-3M,Saudi,36,Lost,29.7,15,True,Agent B,0.0,2024-07-14,False
LEAD-005903,2024-02-13,Social Media,Al Fursan,West,Apartment,3M-5M,Filipino,39,Qualified,46.9,9,False,Agent E,0.0,2025-12-30,True
LEAD-005904,2024-01-21,Website,Warefa,North,Apartment,500K-1M,American,90,Negotiation,14.5,6,True,Agent F,0.0,2025-12-19,True
LEAD-005905,2024-10-03,Website,Al Ahlam,Central,Villa,1M-2M,Egyptian,33,New,1.3,1,True,Agent B,0.0,2025-12-30,True
LEAD-005906,2024-10-04,Partner Agency,Al Nargis,Central,Villa,1M-2M,Egyptian,72,New,3.8,1,False,Agent C,0.0,2025-12-20,True
LEAD-005907,2025-02-28,Exhibition,Sedra,North,Duplex,10M+,Filipino,92,Proposal Sent,5.3,8,True,Agent B,0.0,2025-12-18,True
LEAD-005908,2024-07-05,Social Media,Warefa,North,Apartment,3M-5M,British,25,Site Visit,11.9,8,False,Agent C,0.0,2025-12-27,True
LEAD-005909,2025-10-26,Social Media,Al Nargis,Central,Villa,2M-3M,UAE,19,Qualified,22.7,7,False,Agent C,0.0,2025-12-26,True
LEAD-005910,2025-05-11,Call Center,Al Yasmin,Central,Penthouse,2M-3M,Egyptian,48,New,2.2,1,True,Agent D,0.0,2025-12-26,True
LEAD-005911,2024-05-12,Website,Marafy,South,Villa,500K-1M,Other,61,Site Visit,5.4,3,True,Agent A,0.0,2025-12-31,False
LEAD-005912,2024-08-06,Website,Al Yasmin,Central,Apartment,1M-2M,Jordanian,56,Proposal Sent,1.6,11,True,Agent E,0.0,2025-12-23,True
LEAD-005913,2025-11-11,Website,Al Yasmin,Central,Penthouse,5M-10M,British,79,Qualified,31.6,8,True,Agent D,0.0,2025-12-19,True
LEAD-005914,2025-09-04,Partner Agency,Sedra,North,Villa,1M-2M,UAE,81,Won,9.6,12,True,Agent F,1413227.0,2025-11-26,False
LEAD-005915,2024-03-11,Website,Alarous,North,Penthouse,10M+,Other,62,Proposal Sent,12.9,9,False,Agent C,0.0,2025-12-23,True
LEAD-005916,2024-11-13,Website,Al Bayan,South,Apartment,500K-1M,Egyptian,67,Site Visit,1.4,5,False,Agent F,0.0,2025-12-19,False
LEAD-005917,2024-09-15,Referral,Al Rimal,East,Duplex,1M-2M,Saudi,62,Proposal Sent,3.7,13,False,Agent B,0.0,2025-12-18,True
LEAD-005918,2025-11-28,Partner Agency,Al Ahlam,Central,Townhouse,10M+,Saudi,31,Negotiation,0.9,7,False,Agent A,0.0,2025-12-28,True
LEAD-005919,2024-03-29,Referral,Marafy,South,Apartment,2M-3M,Egyptian,55,Lost,9.6,14,True,Agent F,0.0,2024-05-15,False
LEAD-005920,2024-03-25,Referral,Al Rimal,East,Townhouse,500K-1M,Saudi,69,Won,5.8,15,True,Agent A,813344.0,2024-08-24,False
LEAD-005921,2025-03-13,Exhibition,Al Ahlam,Central,Villa,10M+,Saudi,80,Proposal Sent,3.6,9,False,Agent D,0.0,2025-12-19,False
LEAD-005922,2025-12-14,Website,Warefa,North,Townhouse,2M-3M,UAE,78,Site Visit,12.3,6,False,Agent B,0.0,2025-12-31,True
LEAD-005923,2025-05-14,Referral,Al Yasmin,Central,Penthouse,2M-3M,Pakistani,77,Negotiation,5.0,8,False,Agent E,0.0,2025-12-31,True
LEAD-005924,2025-08-01,Exhibition,Marafy,South,Penthouse,3M-5M,Other,82,Lost,4.3,17,True,Agent A,0.0,2025-11-21,False
LEAD-005925,2024-01-30,Website,Warefa,North,Penthouse,3M-5M,Egyptian,43,Qualified,17.5,3,False,Agent D,0.0,2025-12-31,True
LEAD-005926,2025-08-23,Social Media,Al Ahlam,Central,Townhouse,3M-5M,British,59,Qualified,9.6,6,True,Agent F,0.0,2025-12-27,True
LEAD-005927,2024-11-18,Email Campaign,Al Bayan,South,Townhouse,500K-1M,Jordanian,64,Proposal Sent,1.7,10,True,Agent C,0.0,2025-12-24,True
LEAD-005928,2025-10-11,Referral,Al Jawharah,East,Apartment,2M-3M,Saudi,41,Won,39.4,12,True,Agent F,2202091.0,2025-12-01,False
LEAD-005929,2025-10-27,Website,Al Bayan,South,Townhouse,2M-3M,Egyptian,42,Site Visit,6.0,13,True,Agent D,0.0,2025-12-31,False
LEAD-005930,2024-01-15,Social Media,Alarous,North,Townhouse,10M+,Saudi,52,Won,13.4,13,False,Agent F,13797948.0,2024-02-10,False
LEAD-005931,2025-03-20,Social Media,Al Yasmin,Central,Apartment,500K-1M,Other,18,Lost,3.3,12,False,Agent E,0.0,2025-07-28,False
LEAD-005932,2025-06-06,Exhibition,Sedra,North,Apartment,1M-2M,Saudi,81,Lost,3.9,13,True,Agent C,0.0,2025-08-20,False
LEAD-005933,2024-03-21,Partner Agency,Sedra,North,Townhouse,10M+,Saudi,27,New,39.8,1,True,Agent A,0.0,2025-12-29,True
LEAD-005934,2024-06-23,Referral,Al Fursan,West,Apartment,3M-5M,Saudi,53,Negotiation,3.9,12,True,Agent E,0.0,2025-12-30,False
LEAD-005935,2025-05-31,Exhibition,Marafy,South,Townhouse,2M-3M,Saudi,92,Proposal Sent,0.9,10,False,Agent D,0.0,2025-12-31,True
LEAD-005936,2024-06-13,Walk-in,Al Fursan,West,Apartment,1M-2M,Indian,80,Lost,1.3,13,True,Agent B,0.0,2024-07-10,False
LEAD-005937,2025-03-06,Referral,Al Nargis,Central,Apartment,3M-5M,Saudi,47,Contacted,6.1,6,True,Agent E,0.0,2025-12-28,False
LEAD-005938,2024-11-21,Website,Al Bayan,South,Villa,500K-1M,Saudi,65,Qualified,7.8,6,True,Agent C,0.0,2025-12-20,False
LEAD-005939,2024-01-23,Website,Al Bayan,South,Townhouse,3M-5M,Egyptian,51,Lost,11.2,17,True,Agent C,0.0,2024-06-14,False
LEAD-005940,2025-03-29,Exhibition,Al Ahlam,Central,Duplex,1M-2M,Jordanian,78,Won,6.7,11,True,Agent C,1367870.0,2025-06-18,False
LEAD-005941,2024-01-15,Social Media,Al Jawharah,East,Duplex,1M-2M,Filipino,63,Lost,7.2,15,False,Agent F,0.0,2024-05-12,False
LEAD-005942,2025-07-13,Call Center,Alarous,North,Villa,3M-5M,Saudi,64,Lost,2.5,10,True,Agent B,0.0,2025-09-27,False
LEAD-005943,2024-05-04,Social Media,Al Fursan,West,Villa,2M-3M,Egyptian,51,Contacted,6.8,1,True,Agent E,0.0,2025-12-28,True
LEAD-005944,2024-09-15,Website,Al Ahlam,Central,Townhouse,500K-1M,Saudi,73,Negotiation,1.6,7,False,Agent A,0.0,2025-12-21,True
LEAD-005945,2024-01-06,Call Center,Al Bayan,South,Apartment,1M-2M,Saudi,54,Qualified,1.5,5,True,Agent F,0.0,2025-12-26,True
LEAD-005946,2024-05-08,Website,Marafy,South,Apartment,500K-1M,Filipino,27,Lost,3.9,11,True,Agent D,0.0,2024-07-19,False
LEAD-005947,2025-05-24,Walk-in,Dar Al Salam,West,Apartment,2M-3M,Pakistani,76,Negotiation,3.5,13,True,Agent B,0.0,2025-12-21,True
LEAD-005948,2025-09-11,Exhibition,Al Ahlam,Central,Penthouse,1M-2M,Saudi,82,Won,24.6,12,True,Agent A,1309712.0,2025-11-29,False
LEAD-005949,2024-08-06,Website,Al Yasmin,Central,Penthouse,2M-3M,UAE,57,Proposal Sent,28.5,11,True,Agent D,0.0,2025-12-25,True
LEAD-005950,2025-03-24,Walk-in,Al Fursan,West,Villa,500K-1M,Indian,91,Won,2.1,14,False,Agent C,760495.0,2025-04-10,False
LEAD-005951,2024-10-22,Exhibition,Al Nargis,Central,Townhouse,500K-1M,Saudi,58,Qualified,7.2,1,True,Agent C,0.0,2025-12-20,False
LEAD-005952,2025-07-27,Referral,Alarous,North,Townhouse,1M-2M,Saudi,57,Lost,12.6,14,True,Agent E,0.0,2025-11-09,False
LEAD-005953,2024-11-04,Social Media,Al Fursan,West,Villa,2M-3M,Filipino,47,Negotiation,1.3,7,True,Agent D,0.0,2025-12-20,False
LEAD-005954,2025-10-18,Social Media,Dar Al Salam,West,Townhouse,500K-1M,Egyptian,37,Won,13.4,12,False,Agent D,711909.0,2025-12-05,False
LEAD-005955,2024-07-10,Social Media,Al Jawharah,East,Villa,1M-2M,Saudi,30,Qualified,29.9,7,True,Agent B,0.0,2025-12-24,False
LEAD-005956,2025-11-18,Walk-in,Al Jawharah,East,Apartment,3M-5M,Other,88,Proposal Sent,3.0,11,True,Agent E,0.0,2025-12-28,True
LEAD-005957,2025-09-14,Call Center,Al Nargis,Central,Villa,500K-1M,Saudi,57,Negotiation,0.5,11,True,Agent B,0.0,2025-12-30,True
LEAD-005958,2025-12-29,Referral,Al Bayan,South,Penthouse,500K-1M,Saudi,49,New,2.0,2,False,Agent A,0.0,2025-12-31,True
LEAD-005959,2025-04-27,Email Campaign,Alarous,North,Townhouse,3M-5M,Saudi,46,Lost,26.8,14,True,Agent D,0.0,2025-08-07,False
LEAD-005960,2025-03-31,Website,Al Bayan,South,Penthouse,2M-3M,Pakistani,57,Negotiation,4.2,12,True,Agent A,0.0,2025-12-24,True
LEAD-005961,2024-06-24,Social Media,Al Yasmin,Central,Duplex,1M-2M,UAE,72,Qualified,3.2,5,True,Agent C,0.0,2025-12-22,False
LEAD-005962,2024-09-22,Referral,Sedra,North,Apartment,3M-5M,Egyptian,57,Site Visit,2.4,9,True,Agent E,0.0,2025-12-30,True
LEAD-005963,2024-09-05,Referral,Sedra,North,Apartment,10M+,Saudi,59,Lost,11.8,13,True,Agent F,0.0,2025-02-03,False
LEAD-005964,2025-02-15,Social Media,Al Bayan,South,Villa,5M-10M,British,37,New,41.4,3,False,Agent A,0.0,2025-12-23,False
LEAD-005965,2025-04-03,Email Campaign,Sedra,North,Townhouse,3M-5M,British,55,Negotiation,5.0,7,False,Agent B,0.0,2025-12-24,True
LEAD-005966,2024-07-08,Walk-in,Al Jawharah,East,Villa,1M-2M,Saudi,59,Lost,3.2,16,True,Agent F,0.0,2024-12-21,False
LEAD-005967,2025-03-02,Exhibition,Al Bayan,South,Townhouse,500K-1M,Pakistani,82,Negotiation,13.7,5,True,Agent D,0.0,2025-12-29,True
LEAD-005968,2025-03-18,Website,Alarous,North,Duplex,500K-1M,Indian,60,Contacted,18.0,2,False,Agent F,0.0,2025-12-21,True
LEAD-005969,2025-10-07,Referral,Warefa,North,Villa,3M-5M,British,41,Negotiation,19.9,5,False,Agent E,0.0,2025-12-19,False
LEAD-005970,2025-09-07,Website,Al Ahlam,Central,Townhouse,1M-2M,UAE,9,Contacted,0.5,3,False,Agent B,0.0,2025-12-31,True
LEAD-005971,2025-02-09,Website,Warefa,North,Villa,2M-3M,Saudi,41,Negotiation,15.0,7,True,Agent B,0.0,2025-12-31,True
LEAD-005972,2024-11-10,Website,Al Fursan,West,Townhouse,1M-2M,Egyptian,37,Site Visit,17.9,5,False,Agent F,0.0,2025-12-25,True
LEAD-005973,2025-10-10,Call Center,Al Fursan,West,Villa,500K-1M,British,25,Site Visit,0.9,7,True,Agent B,0.0,2025-12-22,True
LEAD-005974,2025-07-14,Partner Agency,Al Bayan,South,Villa,1M-2M,Saudi,28,Negotiation,31.1,9,False,Agent E,0.0,2025-12-26,False
LEAD-005975,2024-06-16,Exhibition,Alarous,North,Apartment,5M-10M,UAE,73,Qualified,11.0,6,False,Agent C,0.0,2025-12-25,False
LEAD-005976,2025-05-06,Partner Agency,Alarous,North,Townhouse,2M-3M,British,55,Qualified,5.0,4,False,Agent D,0.0,2025-12-30,True
LEAD-005977,2024-09-11,Partner Agency,Marafy,South,Duplex,2M-3M,Saudi,41,Lost,14.1,16,True,Agent C,0.0,2024-09-23,False
LEAD-005978,2025-07-31,Social Media,Al Jawharah,East,Apartment,500K-1M,UAE,77,Won,16.5,12,True,Agent B,859303.0,2025-08-15,False
LEAD-005979,2025-02-17,Website,Al Ahlam,Central,Villa,5M-10M,Indian,71,Qualified,10.0,3,True,Agent C,0.0,2025-12-28,False
LEAD-005980,2024-04-16,Website,Al Nargis,Central,Villa,500K-1M,Saudi,60,Won,9.2,13,False,Agent C,790130.0,2024-09-07,False
LEAD-005981,2025-05-22,Social Media,Al Rimal,East,Townhouse,1M-2M,Other,59,Site Visit,2.7,3,False,Agent E,0.0,2025-12-28,True
LEAD-005982,2024-01-14,Referral,Al Yasmin,Central,Apartment,2M-3M,Saudi,59,Qualified,14.9,5,True,Agent B,0.0,2025-12-21,False
LEAD-005983,2025-05-08,Website,Al Rimal,East,Villa,5M-10M,UAE,66,Site Visit,105.1,4,False,Agent A,0.0,2025-12-24,False
LEAD-005984,2025-01-14,Website,Al Ahlam,Central,Apartment,3M-5M,Saudi,66,Won,2.2,16,True,Agent B,3860625.0,2025-04-04,False
LEAD-005985,2025-10-28,Call Center,Al Rimal,East,Villa,3M-5M,British,60,Proposal Sent,7.5,14,True,Agent D,0.0,2025-12-22,False
LEAD-005986,2024-10-19,Website,Warefa,North,Penthouse,5M-10M,Indian,14,Qualified,15.4,5,True,Agent B,0.0,2025-12-21,True
LEAD-005987,2025-11-13,Referral,Al Jawharah,East,Apartment,1M-2M,Pakistani,45,Qualified,3.3,4,False,Agent F,0.0,2025-12-18,True
LEAD-005988,2024-04-04,Exhibition,Alarous,North,Apartment,1M-2M,Egyptian,62,Negotiation,49.0,9,True,Agent F,0.0,2025-12-20,True
LEAD-005989,2025-02-04,Exhibition,Al Fursan,West,Villa,2M-3M,Saudi,34,Qualified,2.6,7,False,Agent D,0.0,2025-12-29,True
LEAD-005990,2025-03-15,Social Media,Marafy,South,Apartment,5M-10M,Saudi,56,Site Visit,64.2,3,True,Agent D,0.0,2025-12-23,True
LEAD-005991,2025-09-10,Social Media,Al Rimal,East,Townhouse,3M-5M,UAE,55,Contacted,4.5,2,True,Agent C,0.0,2025-12-24,True
LEAD-005992,2025-03-24,Website,Al Jawharah,East,Apartment,500K-1M,Saudi,23,Won,6.0,14,False,Agent B,744101.0,2025-08-18,False
LEAD-005993,2025-12-05,Exhibition,Al Nargis,Central,Villa,5M-10M,American,69,Contacted,26.1,1,True,Agent F,0.0,2025-12-28,False
LEAD-005994,2025-12-11,Website,Al Yasmin,Central,Townhouse,10M+,Other,58,Lost,20.2,14,True,Agent C,0.0,2025-12-21,False
LEAD-005995,2024-03-18,Partner Agency,Dar Al Salam,West,Duplex,3M-5M,Saudi,74,Proposal Sent,2.2,9,True,Agent E,0.0,2025-12-31,False
LEAD-005996,2024-12-17,Exhibition,Al Bayan,South,Townhouse,2M-3M,Saudi,62,Qualified,5.4,1,False,Agent A,0.0,2025-12-24,True
LEAD-005997,2025-11-21,Walk-in,Alarous,North,Townhouse,5M-10M,British,79,Proposal Sent,2.8,10,False,Agent D,0.0,2025-12-21,True
LEAD-005998,2025-02-17,Social Media,Alarous,North,Townhouse,3M-5M,Saudi,42,Negotiation,4.9,11,False,Agent D,0.0,2025-12-27,True
LEAD-005999,2025-04-28,Walk-in,Al Ahlam,Central,Apartment,3M-5M,British,51,Lost,3.8,13,True,Agent B,0.0,2025-08-17,False
LEAD-006000,2025-06-20,Website,Al Jawharah,East,Villa,500K-1M,Egyptian,47,Contacted,25.1,2,True,Agent F,0.0,2025-12-21,True
LEAD-006001,2024-05-03,Social Media,Al Yasmin,Central,Townhouse,5M-10M,Egyptian,100,Site Visit,4.3,5,False,Agent A,0.0,2025-12-20,True
LEAD-006002,2025-05-17,Website,Al Bayan,South,Apartment,3M-5M,Saudi,83,Proposal Sent,9.0,12,True,Agent E,0.0,2025-12-24,False
LEAD-006003,2025-07-04,Website,Al Fursan,West,Townhouse,1M-2M,Saudi,51,Won,5.1,12,True,Agent C,1351203.0,2025-07-25,False
LEAD-006004,2024-04-09,Referral,Al Yasmin,Central,Villa,1M-2M,Saudi,64,Contacted,0.5,3,True,Agent C,0.0,2025-12-19,True
LEAD-006005,2024-12-12,Social Media,Al Nargis,Central,Townhouse,3M-5M,UAE,16,Negotiation,0.6,10,False,Agent D,0.0,2025-12-24,True
LEAD-006006,2025-09-08,Social Media,Al Nargis,Central,Apartment,1M-2M,Filipino,52,New,1.0,1,True,Agent E,0.0,2025-12-26,True
LEAD-006007,2024-10-04,Website,Sedra,North,Penthouse,2M-3M,Saudi,52,Contacted,15.1,5,True,Agent B,0.0,2025-12-20,True
LEAD-006008,2025-03-30,Referral,Al Bayan,South,Villa,2M-3M,Saudi,66,Proposal Sent,11.1,7,True,Agent E,0.0,2025-12-21,True
LEAD-006009,2025-03-19,Partner Agency,Al Fursan,West,Duplex,500K-1M,Indian,35,Negotiation,7.8,9,True,Agent F,0.0,2025-12-22,False
LEAD-006010,2025-03-06,Website,Alarous,North,Townhouse,3M-5M,British,100,Negotiation,5.2,8,True,Agent F,0.0,2025-12-27,False
LEAD-006011,2025-07-17,Referral,Sedra,North,Villa,2M-3M,Saudi,67,Negotiation,14.9,6,False,Agent D,0.0,2025-12-30,False
LEAD-006012,2025-10-20,Walk-in,Alarous,North,Duplex,3M-5M,Saudi,63,Site Visit,0.1,7,True,Agent F,0.0,2025-12-18,True
LEAD-006013,2024-06-19,Exhibition,Sedra,North,Villa,10M+,Indian,31,Proposal Sent,23.0,9,False,Agent D,0.0,2025-12-23,True
LEAD-006014,2025-03-01,Call Center,Marafy,South,Villa,1M-2M,American,59,Qualified,2.5,3,True,Agent A,0.0,2025-12-24,True
LEAD-006015,2025-08-07,Social Media,Al Bayan,South,Townhouse,5M-10M,Indian,83,Proposal Sent,2.8,12,False,Agent B,0.0,2025-12-19,False
LEAD-006016,2024-11-13,Social Media,Al Fursan,West,Apartment,2M-3M,Jordanian,64,Qualified,10.8,6,True,Agent E,0.0,2025-12-31,False
LEAD-006017,2025-08-31,Social Media,Al Rimal,East,Apartment,3M-5M,Egyptian,54,Proposal Sent,16.9,10,True,Agent E,0.0,2025-12-20,True
LEAD-006018,2025-08-30,Walk-in,Al Fursan,West,Villa,2M-3M,Saudi,94,Won,0.6,13,True,Agent B,2518618.0,2025-09-12,False
LEAD-006019,2025-12-30,Walk-in,Al Fursan,West,Townhouse,500K-1M,British,77,New,1.6,1,True,Agent B,0.0,2025-12-31,True
LEAD-006020,2024-08-18,Partner Agency,Al Nargis,Central,Townhouse,5M-10M,Saudi,24,New,11.6,1,False,Agent B,0.0,2025-12-30,True
LEAD-006021,2025-03-04,Social Media,Marafy,South,Duplex,5M-10M,Saudi,28,Contacted,13.8,4,False,Agent B,0.0,2025-12-21,True
LEAD-006022,2025-07-18,Website,Al Nargis,Central,Penthouse,3M-5M,Indian,63,Negotiation,20.6,7,True,Agent C,0.0,2025-12-24,True
LEAD-006023,2025-06-23,Social Media,Dar Al Salam,West,Apartment,3M-5M,Pakistani,67,Proposal Sent,21.9,11,True,Agent A,0.0,2025-12-25,True
LEAD-006024,2025-06-29,Website,Al Jawharah,East,Penthouse,2M-3M,Saudi,85,Qualified,1.3,4,True,Agent F,0.0,2025-12-21,True
LEAD-006025,2024-07-11,Referral,Dar Al Salam,West,Apartment,3M-5M,UAE,74,Site Visit,15.2,8,False,Agent B,0.0,2025-12-31,True
LEAD-006026,2025-08-18,Exhibition,Warefa,North,Apartment,500K-1M,UAE,38,Lost,16.8,18,True,Agent A,0.0,2025-10-11,False
LEAD-006027,2025-04-03,Social Media,Sedra,North,Apartment,2M-3M,Other,47,Site Visit,6.2,6,True,Agent C,0.0,2025-12-19,True
LEAD-006028,2024-12-08,Referral,Alarous,North,Townhouse,500K-1M,Saudi,46,Contacted,1.0,7,True,Agent F,0.0,2025-12-25,False
LEAD-006029,2024-01-26,Website,Al Jawharah,East,Townhouse,10M+,Saudi,33,Proposal Sent,0.5,9,False,Agent D,0.0,2025-12-25,True
LEAD-006030,2025-12-09,Social Media,Al Yasmin,Central,Apartment,2M-3M,Jordanian,50,Qualified,4.4,7,True,Agent A,0.0,2025-12-29,True
LEAD-006031,2024-07-04,Email Campaign,Warefa,North,Apartment,1M-2M,Indian,17,Contacted,9.9,5,False,Agent F,0.0,2025-12-20,False
LEAD-006032,2024-03-21,Exhibition,Dar Al Salam,West,Townhouse,3M-5M,Pakistani,37,Qualified,1.1,5,True,Agent E,0.0,2025-12-24,True
LEAD-006033,2025-04-29,Exhibition,Al Bayan,South,Villa,5M-10M,Saudi,100,Lost,0.5,17,True,Agent F,0.0,2025-07-04,False
LEAD-006034,2025-05-02,Walk-in,Al Jawharah,East,Apartment,500K-1M,American,21,New,2.3,2,True,Agent C,0.0,2025-12-25,False
LEAD-006035,2024-09-15,Referral,Al Nargis,Central,Apartment,1M-2M,Saudi,88,Won,4.9,14,True,Agent A,1399270.0,2024-09-26,False
LEAD-006036,2025-06-09,Website,Dar Al Salam,West,Apartment,2M-3M,Filipino,37,Contacted,31.2,2,False,Agent B,0.0,2025-12-23,True
LEAD-006037,2024-03-02,Walk-in,Al Yasmin,Central,Penthouse,1M-2M,UAE,63,Proposal Sent,0.7,9,False,Agent C,0.0,2025-12-31,False
LEAD-006038,2025-10-24,Website,Al Fursan,West,Townhouse,500K-1M,Pakistani,44,Proposal Sent,10.4,13,True,Agent D,0.0,2025-12-18,True
LEAD-006039,2025-01-19,Call Center,Sedra,North,Duplex,1M-2M,Saudi,38,New,4.5,1,False,Agent D,0.0,2025-12-31,False
LEAD-006040,2025-09-25,Social Media,Al Rimal,East,Villa,5M-10M,Egyptian,44,Won,14.1,15,True,Agent C,6857680.0,2025-12-30,False
LEAD-006041,2024-08-25,Website,Dar Al Salam,West,Townhouse,2M-3M,Saudi,17,Proposal Sent,56.8,13,True,Agent C,0.0,2025-12-26,True
LEAD-006042,2025-09-01,Website,Warefa,North,Villa,2M-3M,British,64,Lost,1.7,9,True,Agent E,0.0,2025-12-29,False
LEAD-006043,2025-05-04,Email Campaign,Alarous,North,Townhouse,5M-10M,British,64,Lost,43.8,14,False,Agent D,0.0,2025-07-04,False
LEAD-006044,2024-06-27,Social Media,Marafy,South,Duplex,3M-5M,Saudi,14,Site Visit,8.4,7,True,Agent F,0.0,2025-12-19,True
LEAD-006045,2025-05-09,Call Center,Sedra,North,Duplex,5M-10M,Jordanian,85,Proposal Sent,0.9,9,True,Agent F,0.0,2025-12-21,True
LEAD-006046,2025-01-03,Social Media,Dar Al Salam,West,Villa,1M-2M,Saudi,15,Qualified,21.3,4,True,Agent A,0.0,2025-12-28,True
LEAD-006047,2025-06-24,Website,Dar Al Salam,West,Apartment,1M-2M,Filipino,82,Won,4.4,8,False,Agent D,1663412.0,2025-11-23,False
LEAD-006048,2024-02-28,Email Campaign,Alarous,North,Penthouse,2M-3M,Saudi,29,Lost,2.7,16,True,Agent C,0.0,2024-07-10,False
LEAD-006049,2024-11-13,Call Center,Marafy,South,Apartment,1M-2M,Saudi,47,Site Visit,0.4,8,True,Agent D,0.0,2025-12-23,True
LEAD-006050,2024-02-29,Website,Al Bayan,South,Apartment,3M-5M,Saudi,35,Won,2.2,11,True,Agent F,3860583.0,2024-08-12,False
LEAD-006051,2024-01-22,Exhibition,Al Rimal,East,Apartment,2M-3M,Saudi,32,Contacted,5.1,7,False,Agent C,0.0,2025-12-21,True
LEAD-006052,2025-01-03,Social Media,Marafy,South,Villa,1M-2M,Saudi,68,Won,13.8,13,True,Agent C,1355665.0,2025-05-08,False
LEAD-006053,2024-09-02,Website,Sedra,North,Villa,3M-5M,Saudi,48,New,0.8,1,False,Agent E,0.0,2025-12-22,True
LEAD-006054,2025-10-16,Walk-in,Warefa,North,Townhouse,500K-1M,UAE,52,Site Visit,3.6,7,False,Agent F,0.0,2025-12-31,False
LEAD-006055,2025-02-23,Referral,Dar Al Salam,West,Apartment,3M-5M,Pakistani,83,Won,31.7,13,False,Agent F,4459743.0,2025-03-30,False
LEAD-006056,2024-07-25,Email Campaign,Sedra,North,Villa,1M-2M,British,37,Negotiation,1.8,10,True,Agent C,0.0,2025-12-29,True
LEAD-006057,2024-07-06,Referral,Warefa,North,Villa,2M-3M,Pakistani,62,Site Visit,26.7,5,True,Agent F,0.0,2025-12-22,True
LEAD-006058,2025-12-23,Referral,Al Bayan,South,Duplex,2M-3M,UAE,47,Qualified,4.5,7,False,Agent C,0.0,2025-12-29,True
LEAD-006059,2025-07-20,Referral,Dar Al Salam,West,Townhouse,3M-5M,Saudi,60,Qualified,2.0,6,True,Agent A,0.0,2025-12-18,True
LEAD-006060,2025-07-09,Partner Agency,Al Rimal,East,Penthouse,3M-5M,Saudi,56,Contacted,15.0,3,True,Agent E,0.0,2025-12-21,True
LEAD-006061,2024-08-10,Email Campaign,Dar Al Salam,West,Apartment,10M+,Indian,35,Site Visit,11.3,7,True,Agent F,0.0,2025-12-22,False
LEAD-006062,2024-07-24,Website,Al Ahlam,Central,Villa,1M-2M,Pakistani,29,Contacted,22.5,5,True,Agent A,0.0,2025-12-29,True
LEAD-006063,2024-05-03,Website,Al Fursan,West,Apartment,2M-3M,Egyptian,5,Qualified,5.5,3,True,Agent C,0.0,2025-12-18,True
LEAD-006064,2025-12-24,Social Media,Al Rimal,East,Duplex,5M-10M,UAE,92,Contacted,12.9,3,True,Agent E,0.0,2025-12-31,False
LEAD-006065,2025-08-21,Referral,Marafy,South,Villa,3M-5M,Saudi,36,Negotiation,19.3,8,True,Agent E,0.0,2025-12-29,True
LEAD-006066,2025-05-06,Walk-in,Al Bayan,South,Apartment,3M-5M,British,61,Site Visit,5.1,5,False,Agent B,0.0,2025-12-22,False
LEAD-006067,2024-10-12,Referral,Dar Al Salam,West,Townhouse,2M-3M,Pakistani,85,Won,18.3,15,True,Agent A,2623362.0,2024-11-15,False
LEAD-006068,2024-02-01,Website,Al Ahlam,Central,Penthouse,500K-1M,Indian,37,Site Visit,0.6,7,True,Agent B,0.0,2025-12-25,True
LEAD-006069,2024-04-16,Social Media,Dar Al Salam,West,Apartment,500K-1M,Filipino,41,Site Visit,2.4,7,True,Agent B,0.0,2025-12-27,True
LEAD-006070,2025-11-30,Website,Marafy,South,Villa,500K-1M,UAE,44,Contacted,38.0,2,True,Agent A,0.0,2025-12-29,True
LEAD-006071,2025-11-16,Referral,Sedra,North,Duplex,3M-5M,Saudi,46,Qualified,3.1,3,True,Agent C,0.0,2025-12-22,True
LEAD-006072,2024-12-18,Social Media,Warefa,North,Apartment,5M-10M,Other,50,Lost,2.9,12,True,Agent C,0.0,2025-04-11,False
LEAD-006073,2025-09-07,Website,Al Rimal,East,Townhouse,500K-1M,UAE,54,Qualified,0.9,4,True,Agent F,0.0,2025-12-28,True
LEAD-006074,2024-03-23,Call Center,Al Nargis,Central,Villa,3M-5M,Indian,64,Proposal Sent,0.1,10,True,Agent C,0.0,2025-12-25,True
LEAD-006075,2025-09-06,Exhibition,Sedra,North,Villa,3M-5M,Pakistani,70,Site Visit,4.8,8,True,Agent C,0.0,2025-12-20,True
